Movie Name,Release Year,Director,Age Difference,Actor 1 Name,Actor 1 Gender,Actor 1 Birthdate,Actor 1 Age,Actor 2 Name,Actor 2 Gender,Actor 2 Birthdate,Actor 2 Age
Unforgettable,2017,Denise Di Novi,1,Geoff Stults,man,12/15/1977,40,Katherine Heigl,woman,11/24/1978,39
Wild Mountain Thyme,2020,John Patrick Shanley,1,Jamie Dornan,man,5/1/1982,38,Emily Blunt,woman,2/23/1983,37
Wonder,2017,Stephen Chbosky,1,Owen Wilson,man,11/18/1968,49,Julia Roberts,woman,10/28/1967,50
X-Men: First Class,2015,Matthew Vaughn,1,Nicholas Hoult,man,12/7/1989,26,Jennifer Lawrence,woman,8/15/1990,25
Year One,2009,Harold Ramis,1,Michael Cera,man,6/7/1988,21,Juno Temple,woman,7/20/1989,20
Yesterday,2019, Danny Boyle,1,Himesh Patel,man,10/13/1990,29,Lily James,woman,4/5/1989,30
10 Things I Hate About You,1999,Gil Junger,0,Joseph Gordon-Levitt,man,2/17/1981,18,Larisa Oleynik,woman,6/7/1981,18
A Happening of Monumental Proportions,2017,Judy Greer,0,Common,man,3/13/1972,45,Jennifer Garner,woman,4/17/1972,45
A Simple Favor,2018,Paul Feig,0,Henry Golding,man,2/5/1987,31,Blake Lively,woman,8/25/1987,31
American Hustle,2013,David O. Russell,0,Christian Bale,man,1/30/1974,39,Amy Adams,woman,8/20/1974,39
American Pie,1999,"Paul Weitz, Chris Weitz",0,Chris Klein,man,3/14/1979,20,Mena Suvari,woman,2/13/1979,20
Blue Valentine,2010,Derek Cianfrance,0,Ryan Gosling,man,11/12/1980,30,Michelle Williams,woman,9/9/1980,30
Catch Me If You Can,2002,Steven Spielberg,0,Leonardo DiCaprio,man,11/11/1974,28,Amy Adams,woman,8/20/1974,28
Chicago,2002,Rob Marshall,0,Dominic West,man,10/15/1969,33,Renee Zellweger,woman,4/25/1969,33
Daddy's Little Girls,2007,Tyler Perry,0,Idris Elba,man,9/6/1972,35,Gabrielle Union,woman,10/29/1972,35
Empire,2002,Franc. Reyes,0,Peter Sarsgaard,man,3/7/1971,31,Denise Richards,woman,2/17/1971,31
Good Will Hunting,1997,Gus Van Sant,0,Matt Damon,man,10/8/1970,27,Minnie Driver,woman,1/31/1970,27
He's Just Not That Into You,2009,Ken Kwapis,0,Justin Long,man,6/2/1978,31,Ginnifer Goodwin,woman,5/22/1978,31
Killing Me Softly,2002,Chen Kaige,0,Joseph Fiennes,man,5/27/1970,32,Heather Graham,woman,1/29/1970,32
Magic Mike,2012,Steven Soderbergh,0,Channing Tatum,man,4/26/1980,32,Olivia Munn,woman,7/3/1980,32
Me Before You,2016,Thea Sharrock,0,Sam Claflin,man,6/27/1986,30,Emilia Clarke,woman,10/23/1986,30
Mona Lisa Smile,2003,Mike Newell,0,Ebon Moss-Bachrach,man,8/17/1978,25,Ginnifer Goodwin,woman,5/22/1978,25
Red Riding Hood,2011,Catherine Hardwicke,0,Shiloh Fernandez,man,2/26/1985,26,Amanda Seyfried,woman,12/3/1985,26
She's Out of My League,2010,Jim Field Smith,0,Jay Baruchel,man,4/9/1982,28,Alice Eve,woman,2/6/1982,28
Slackers,2002,Dewey Nicks,0,Jason Segel,man,1/18/1980,22,Laura Prepon,woman,3/7/1980,22
Soul Food,1997,George Tillman Jr.,0,Michael Beach,man,10/30/1963,34,Vanessa Williams,woman,3/18/1963,34
Spanglish,2004,James L. Brooks,0,Adam Sandler,man,9/9/1966,38,Tea Leoni,woman,2/25/1966,38
Speed,1994,Jan de Bont,0,Keanu Reeves,man,9/2/1964,30,Sandra Bullock,woman,7/26/1964,30
Spider-Man: Far From Home,2019,Jon Watts,0,Tom Holland,man,6/1/1996,23,Zendaya,woman,9/1/1996,23
The Crush,1993,Alan Shapiro,0,Cary Elwes,man,10/26/1962,31,Jennifer Rubin,woman,4/3/1962,31
The Holiday,2006,Nancy Meyers,0,Jude Law,man,12/29/1972,34,Cameron Diaz,woman,8/30/1972,34
The Hunger Games: Catching Fire,2013,Francis Lawrence,0,Liam Hemsworth,man,1/13/1990,23,Jennifer Lawrence,woman,8/15/1990,23
The Lake House,2006,Alejandro Agresti,0,Keanu Reeves,man,9/2/1964,42,Sandra Bullock,woman,7/26/1964,42
Tolkien,2019,Dome Karukoski,0,Nicholas Hoult,man,12/7/1989,30,Lily Collins,woman,3/18/1989,30
Transformers,2007,Michael Bay,0,Shia LaBeouf,man,6/11/1986,21,Megan Fox,woman,5/16/1986,21
X-Men: First Class,2015,Matthew Vaughn,0,James McAvoy,man,4/21/1979,36,Rose Byrne,woman,7/24/1979,36
